test r2,train r2,Negative RMSE,n_estimators
0.45914696405596317,0.9239460442985422,-39190.1411362726,100
0.4563117628371747,0.9223765047460956,-39287.73180723418,50
0.4471095175531727,0.9198171907437361,-39623.050538423435,20
0.42741227741665105,0.899763024414938,-40295.9176278443,10
